적용학년도,자료상태,대학,모집단위,검색키워드,구분,핵심과목,권장과목,추가조건,출처기관,출처명,출처URL,발표일,최종확인일,비고
2028,공식-해당학년도,경희대학교,건축공학과·사회기반시스템공학과,건축공학|사회기반|토목,자연계열 교과이수 권장,대수|미적분Ⅰ|확률과 통계|미적분Ⅱ|물리학,기하,"수시: 핵심·권장과목과 기타 관련과목을 종합 정성평가. 핵심 일부 미이수가 지원자격 결격은 아님. 정시 자연계열: 3학년 2학기까지 수학 18학점 또는 5과목 이상, 과학 20학점 또는 6과목 이상 이수 시 가점.",경희대학교 입학처,2028 경희대학교 자연계열 전공 학문 분야별 고등학교 교과 이수 권장과목 수정 안내,https://iphak.khu.ac.kr/file/download.do?ofn=2028%ED%95%99%EB%85%84%EB%8F%84+%EA%B2%BD%ED%9D%AC%EB%8C%80%ED%95%99%EA%B5%90+%EC%9E%90%EC%97%B0%EA%B3%84%EC%97%B4+%ED%95%99%EB%AC%B8%EB%B6%84%EC%95%BC%EC%9D%98+%EA%B3%A0%EB%93%B1%ED%95%99%EA%B5%90+%EA%B5%90%EA%B3%BC%EC%9D%B4%EC%88%98+%EA%B6%8C%EC%9E%A5%EA%B3%BC%EB%AA%A9+%EC%88%98%EC%A0%95+%EC%95%88%EB%82%B4_20250828.pdf,2025-08-29,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 표의 '또는/중 n과목' 조건은 문자열 그대로 보존.
2028,공식-해당학년도,경희대학교,건축학과,건축학|건축,자연계열 교과이수 권장,대수|미적분Ⅰ|확률과 통계,미적분Ⅱ|기하|물리학,"수시: 핵심·권장과목과 기타 관련과목을 종합 정성평가. 핵심 일부 미이수가 지원자격 결격은 아님. 정시 자연계열: 3학년 2학기까지 수학 18학점 또는 5과목 이상, 과학 20학점 또는 6과목 이상 이수 시 가점.",경희대학교 입학처,2028 경희대학교 자연계열 전공 학문 분야별 고등학교 교과 이수 권장과목 수정 안내,https://iphak.khu.ac.kr/file/download.do?ofn=2028%ED%95%99%EB%85%84%EB%8F%84+%EA%B2%BD%ED%9D%AC%EB%8C%80%ED%95%99%EA%B5%90+%EC%9E%90%EC%97%B0%EA%B3%84%EC%97%B4+%ED%95%99%EB%AC%B8%EB%B6%84%EC%95%BC%EC%9D%98+%EA%B3%A0%EB%93%B1%ED%95%99%EA%B5%90+%EA%B5%90%EA%B3%BC%EC%9D%B4%EC%88%98+%EA%B6%8C%EC%9E%A5%EA%B3%BC%EB%AA%A9+%EC%88%98%EC%A0%95+%EC%95%88%EB%82%B4_20250828.pdf,2025-08-29,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 표의 '또는/중 n과목' 조건은 문자열 그대로 보존.
2028,공식-해당학년도,경희대학교,화학과·응용화학과,화학|응용화학,자연계열 교과이수 권장,대수|미적분Ⅰ|확률과 통계|미적분Ⅱ|화학|물질과 에너지|화학 반응의 세계,기하|물리학|생명과학|역학과 에너지 또는 전자기와 양자 중 1과목,"수시: 핵심·권장과목과 기타 관련과목을 종합 정성평가. 핵심 일부 미이수가 지원자격 결격은 아님. 정시 자연계열: 3학년 2학기까지 수학 18학점 또는 5과목 이상, 과학 20학점 또는 6과목 이상 이수 시 가점.",경희대학교 입학처,2028 경희대학교 자연계열 전공 학문 분야별 고등학교 교과 이수 권장과목 수정 안내,https://iphak.khu.ac.kr/file/download.do?ofn=2028%ED%95%99%EB%85%84%EB%8F%84+%EA%B2%BD%ED%9D%AC%EB%8C%80%ED%95%99%EA%B5%90+%EC%9E%90%EC%97%B0%EA%B3%84%EC%97%B4+%ED%95%99%EB%AC%B8%EB%B6%84%EC%95%BC%EC%9D%98+%EA%B3%A0%EB%93%B1%ED%95%99%EA%B5%90+%EA%B5%90%EA%B3%BC%EC%9D%B4%EC%88%98+%EA%B6%8C%EC%9E%A5%EA%B3%BC%EB%AA%A9+%EC%88%98%EC%A0%95+%EC%95%88%EB%82%B4_20250828.pdf,2025-08-29,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 표의 '또는/중 n과목' 조건은 문자열 그대로 보존.
2028,공식-해당학년도,경희대학교,원자력공학과·신소재공학과,원자력|신소재|재료,자연계열 교과이수 권장,대수|미적분Ⅰ|확률과 통계|미적분Ⅱ|기하|물리학|화학|물질과 에너지|역학과 에너지,전자기와 양자|화학 반응의 세계,"수시: 핵심·권장과목과 기타 관련과목을 종합 정성평가. 핵심 일부 미이수가 지원자격 결격은 아님. 정시 자연계열: 3학년 2학기까지 수학 18학점 또는 5과목 이상, 과학 20학점 또는 6과목 이상 이수 시 가점.",경희대학교 입학처,2028 경희대학교 자연계열 전공 학문 분야별 고등학교 교과 이수 권장과목 수정 안내,https://iphak.khu.ac.kr/file/download.do?ofn=2028%ED%95%99%EB%85%84%EB%8F%84+%EA%B2%BD%ED%9D%AC%EB%8C%80%ED%95%99%EA%B5%90+%EC%9E%90%EC%97%B0%EA%B3%84%EC%97%B4+%ED%95%99%EB%AC%B8%EB%B6%84%EC%95%BC%EC%9D%98+%EA%B3%A0%EB%93%B1%ED%95%99%EA%B5%90+%EA%B5%90%EA%B3%BC%EC%9D%B4%EC%88%98+%EA%B6%8C%EC%9E%A5%EA%B3%BC%EB%AA%A9+%EC%88%98%EC%A0%95+%EC%95%88%EB%82%B4_20250828.pdf,2025-08-29,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 표의 '또는/중 n과목' 조건은 문자열 그대로 보존.
2028,공식-해당학년도,경희대학교,화학공학과,화학공학|화공,자연계열 교과이수 권장,대수|미적분Ⅰ|확률과 통계|미적분Ⅱ|물리학|화학|물질과 에너지|화학 반응의 세계,기하|역학과 에너지|전자기와 양자,"수시: 핵심·권장과목과 기타 관련과목을 종합 정성평가. 핵심 일부 미이수가 지원자격 결격은 아님. 정시 자연계열: 3학년 2학기까지 수학 18학점 또는 5과목 이상, 과학 20학점 또는 6과목 이상 이수 시 가점.",경희대학교 입학처,2028 경희대학교 자연계열 전공 학문 분야별 고등학교 교과 이수 권장과목 수정 안내,https://iphak.khu.ac.kr/file/download.do?ofn=2028%ED%95%99%EB%85%84%EB%8F%84+%EA%B2%BD%ED%9D%AC%EB%8C%80%ED%95%99%EA%B5%90+%EC%9E%90%EC%97%B0%EA%B3%84%EC%97%B4+%ED%95%99%EB%AC%B8%EB%B6%84%EC%95%BC%EC%9D%98+%EA%B3%A0%EB%93%B1%ED%95%99%EA%B5%90+%EA%B5%90%EA%B3%BC%EC%9D%B4%EC%88%98+%EA%B6%8C%EC%9E%A5%EA%B3%BC%EB%AA%A9+%EC%88%98%EC%A0%95+%EC%95%88%EB%82%B4_20250828.pdf,2025-08-29,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 표의 '또는/중 n과목' 조건은 문자열 그대로 보존.
2028,공식-해당학년도,경희대학교,생물학과·스마트팜과학과,생물학|생명|스마트팜,자연계열 교과이수 권장,대수|미적분Ⅰ|확률과 통계|화학|생명과학|세포와 물질대사|생물의 유전,미적분Ⅱ|물리학,"수시: 핵심·권장과목과 기타 관련과목을 종합 정성평가. 핵심 일부 미이수가 지원자격 결격은 아님. 정시 자연계열: 3학년 2학기까지 수학 18학점 또는 5과목 이상, 과학 20학점 또는 6과목 이상 이수 시 가점.",경희대학교 입학처,2028 경희대학교 자연계열 전공 학문 분야별 고등학교 교과 이수 권장과목 수정 안내,https://iphak.khu.ac.kr/file/download.do?ofn=2028%ED%95%99%EB%85%84%EB%8F%84+%EA%B2%BD%ED%9D%AC%EB%8C%80%ED%95%99%EA%B5%90+%EC%9E%90%EC%97%B0%EA%B3%84%EC%97%B4+%ED%95%99%EB%AC%B8%EB%B6%84%EC%95%BC%EC%9D%98+%EA%B3%A0%EB%93%B1%ED%95%99%EA%B5%90+%EA%B5%90%EA%B3%BC%EC%9D%B4%EC%88%98+%EA%B6%8C%EC%9E%A5%EA%B3%BC%EB%AA%A9+%EC%88%98%EC%A0%95+%EC%95%88%EB%82%B4_20250828.pdf,2025-08-29,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 표의 '또는/중 n과목' 조건은 문자열 그대로 보존.
2028,공식-해당학년도,경희대학교,식품영양학과·식품생명공학과·유전생명공학과·환경학및환경공학과,식품영양|식품생명|유전생명|환경공학,자연계열 교과이수 권장,대수|미적분Ⅰ|확률과 통계|화학|생명과학|세포와 물질대사|생물의 유전,미적분Ⅱ|물질과 에너지|화학 반응의 세계,"수시: 핵심·권장과목과 기타 관련과목을 종합 정성평가. 핵심 일부 미이수가 지원자격 결격은 아님. 정시 자연계열: 3학년 2학기까지 수학 18학점 또는 5과목 이상, 과학 20학점 또는 6과목 이상 이수 시 가점.",경희대학교 입학처,2028 경희대학교 자연계열 전공 학문 분야별 고등학교 교과 이수 권장과목 수정 안내,https://iphak.khu.ac.kr/file/download.do?ofn=2028%ED%95%99%EB%85%84%EB%8F%84+%EA%B2%BD%ED%9D%AC%EB%8C%80%ED%95%99%EA%B5%90+%EC%9E%90%EC%97%B0%EA%B3%84%EC%97%B4+%ED%95%99%EB%AC%B8%EB%B6%84%EC%95%BC%EC%9D%98+%EA%B3%A0%EB%93%B1%ED%95%99%EA%B5%90+%EA%B5%90%EA%B3%BC%EC%9D%B4%EC%88%98+%EA%B6%8C%EC%9E%A5%EA%B3%BC%EB%AA%A9+%EC%88%98%EC%A0%95+%EC%95%88%EB%82%B4_20250828.pdf,2025-08-29,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 표의 '또는/중 n과목' 조건은 문자열 그대로 보존.
2028,공식-해당학년도,경희대학교,융합바이오·신소재공학과,융합바이오|바이오신소재,자연계열 교과이수 권장,대수|미적분Ⅰ|확률과 통계|화학|생명과학|세포와 물질대사|생물의 유전|물질과 에너지|화학 반응의 세계,미적분Ⅱ,"수시: 핵심·권장과목과 기타 관련과목을 종합 정성평가. 핵심 일부 미이수가 지원자격 결격은 아님. 정시 자연계열: 3학년 2학기까지 수학 18학점 또는 5과목 이상, 과학 20학점 또는 6과목 이상 이수 시 가점.",경희대학교 입학처,2028 경희대학교 자연계열 전공 학문 분야별 고등학교 교과 이수 권장과목 수정 안내,https://iphak.khu.ac.kr/file/download.do?ofn=2028%ED%95%99%EB%85%84%EB%8F%84+%EA%B2%BD%ED%9D%AC%EB%8C%80%ED%95%99%EA%B5%90+%EC%9E%90%EC%97%B0%EA%B3%84%EC%97%B4+%ED%95%99%EB%AC%B8%EB%B6%84%EC%95%BC%EC%9D%98+%EA%B3%A0%EB%93%B1%ED%95%99%EA%B5%90+%EA%B5%90%EA%B3%BC%EC%9D%B4%EC%88%98+%EA%B6%8C%EC%9E%A5%EA%B3%BC%EB%AA%A9+%EC%88%98%EC%A0%95+%EC%95%88%EB%82%B4_20250828.pdf,2025-08-29,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 표의 '또는/중 n과목' 조건은 문자열 그대로 보존.
2028,공식-해당학년도,경희대학교,지리학과,지리|지리학,자연계열 교과이수 권장,대수|미적분Ⅰ|확률과 통계|지구과학,,"수시: 핵심·권장과목과 기타 관련과목을 종합 정성평가. 핵심 일부 미이수가 지원자격 결격은 아님. 정시 자연계열: 3학년 2학기까지 수학 18학점 또는 5과목 이상, 과학 20학점 또는 6과목 이상 이수 시 가점.",경희대학교 입학처,2028 경희대학교 자연계열 전공 학문 분야별 고등학교 교과 이수 권장과목 수정 안내,https://iphak.khu.ac.kr/file/download.do?ofn=2028%ED%95%99%EB%85%84%EB%8F%84+%EA%B2%BD%ED%9D%AC%EB%8C%80%ED%95%99%EA%B5%90+%EC%9E%90%EC%97%B0%EA%B3%84%EC%97%B4+%ED%95%99%EB%AC%B8%EB%B6%84%EC%95%BC%EC%9D%98+%EA%B3%A0%EB%93%B1%ED%95%99%EA%B5%90+%EA%B5%90%EA%B3%BC%EC%9D%B4%EC%88%98+%EA%B6%8C%EC%9E%A5%EA%B3%BC%EB%AA%A9+%EC%88%98%EC%A0%95+%EC%95%88%EB%82%B4_20250828.pdf,2025-08-29,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 표의 '또는/중 n과목' 조건은 문자열 그대로 보존.
2028,공식-해당학년도,경희대학교,우주과학과,우주|천문,자연계열 교과이수 권장,대수|미적분Ⅰ|확률과 통계|미적분Ⅱ|물리학|화학|지구과학|역학과 에너지|전자기와 양자,기하|지구시스템과학 또는 행성우주과학 중 1과목,"수시: 핵심·권장과목과 기타 관련과목을 종합 정성평가. 핵심 일부 미이수가 지원자격 결격은 아님. 정시 자연계열: 3학년 2학기까지 수학 18학점 또는 5과목 이상, 과학 20학점 또는 6과목 이상 이수 시 가점.",경희대학교 입학처,2028 경희대학교 자연계열 전공 학문 분야별 고등학교 교과 이수 권장과목 수정 안내,https://iphak.khu.ac.kr/file/download.do?ofn=2028%ED%95%99%EB%85%84%EB%8F%84+%EA%B2%BD%ED%9D%AC%EB%8C%80%ED%95%99%EA%B5%90+%EC%9E%90%EC%97%B0%EA%B3%84%EC%97%B4+%ED%95%99%EB%AC%B8%EB%B6%84%EC%95%BC%EC%9D%98+%EA%B3%A0%EB%93%B1%ED%95%99%EA%B5%90+%EA%B5%90%EA%B3%BC%EC%9D%B4%EC%88%98+%EA%B6%8C%EC%9E%A5%EA%B3%BC%EB%AA%A9+%EC%88%98%EC%A0%95+%EC%95%88%EB%82%B4_20250828.pdf,2025-08-29,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 표의 '또는/중 n과목' 조건은 문자열 그대로 보존.
2028,공식-해당학년도,경희대학교,의예과,의예|의대|의학,자연계열 교과이수 권장,대수|미적분Ⅰ|확률과 통계|미적분Ⅱ|화학|생명과학,물리학|물질과 에너지·화학 반응의 세계·세포와 물질대사·생물의 유전 중 3과목,"수시: 핵심·권장과목과 기타 관련과목을 종합 정성평가. 핵심 일부 미이수가 지원자격 결격은 아님. 정시 자연계열: 3학년 2학기까지 수학 18학점 또는 5과목 이상, 과학 20학점 또는 6과목 이상 이수 시 가점.",경희대학교 입학처,2028 경희대학교 자연계열 전공 학문 분야별 고등학교 교과 이수 권장과목 수정 안내,https://iphak.khu.ac.kr/file/download.do?ofn=2028%ED%95%99%EB%85%84%EB%8F%84+%EA%B2%BD%ED%9D%AC%EB%8C%80%ED%95%99%EA%B5%90+%EC%9E%90%EC%97%B0%EA%B3%84%EC%97%B4+%ED%95%99%EB%AC%B8%EB%B6%84%EC%95%BC%EC%9D%98+%EA%B3%A0%EB%93%B1%ED%95%99%EA%B5%90+%EA%B5%90%EA%B3%BC%EC%9D%B4%EC%88%98+%EA%B6%8C%EC%9E%A5%EA%B3%BC%EB%AA%A9+%EC%88%98%EC%A0%95+%EC%95%88%EB%82%B4_20250828.pdf,2025-08-29,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 표의 '또는/중 n과목' 조건은 문자열 그대로 보존.
2028,공식-해당학년도,경희대학교,한의예과·치의예과,한의예|한의대|치의예|치대,자연계열 교과이수 권장,대수|미적분Ⅰ|확률과 통계|미적분Ⅱ|화학|생명과학|세포와 물질대사|생물의 유전,물리학|물질과 에너지 또는 화학 반응의 세계 중 1과목,"수시: 핵심·권장과목과 기타 관련과목을 종합 정성평가. 핵심 일부 미이수가 지원자격 결격은 아님. 정시 자연계열: 3학년 2학기까지 수학 18학점 또는 5과목 이상, 과학 20학점 또는 6과목 이상 이수 시 가점.",경희대학교 입학처,2028 경희대학교 자연계열 전공 학문 분야별 고등학교 교과 이수 권장과목 수정 안내,https://iphak.khu.ac.kr/file/download.do?ofn=2028%ED%95%99%EB%85%84%EB%8F%84+%EA%B2%BD%ED%9D%AC%EB%8C%80%ED%95%99%EA%B5%90+%EC%9E%90%EC%97%B0%EA%B3%84%EC%97%B4+%ED%95%99%EB%AC%B8%EB%B6%84%EC%95%BC%EC%9D%98+%EA%B3%A0%EB%93%B1%ED%95%99%EA%B5%90+%EA%B5%90%EA%B3%BC%EC%9D%B4%EC%88%98+%EA%B6%8C%EC%9E%A5%EA%B3%BC%EB%AA%A9+%EC%88%98%EC%A0%95+%EC%95%88%EB%82%B4_20250828.pdf,2025-08-29,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 표의 '또는/중 n과목' 조건은 문자열 그대로 보존.
2028,공식-해당학년도,경희대학교,약학과·한약학과·약과학과,약학|약대|한약|약과학,자연계열 교과이수 권장,대수|미적분Ⅰ|확률과 통계|미적분Ⅱ|화학|생명과학,물리학|물질과 에너지·화학 반응의 세계·세포와 물질대사·생물의 유전 중 3과목,"수시: 핵심·권장과목과 기타 관련과목을 종합 정성평가. 핵심 일부 미이수가 지원자격 결격은 아님. 정시 자연계열: 3학년 2학기까지 수학 18학점 또는 5과목 이상, 과학 20학점 또는 6과목 이상 이수 시 가점.",경희대학교 입학처,2028 경희대학교 자연계열 전공 학문 분야별 고등학교 교과 이수 권장과목 수정 안내,https://iphak.khu.ac.kr/file/download.do?ofn=2028%ED%95%99%EB%85%84%EB%8F%84+%EA%B2%BD%ED%9D%AC%EB%8C%80%ED%95%99%EA%B5%90+%EC%9E%90%EC%97%B0%EA%B3%84%EC%97%B4+%ED%95%99%EB%AC%B8%EB%B6%84%EC%95%BC%EC%9D%98+%EA%B3%A0%EB%93%B1%ED%95%99%EA%B5%90+%EA%B5%90%EA%B3%BC%EC%9D%B4%EC%88%98+%EA%B6%8C%EC%9E%A5%EA%B3%BC%EB%AA%A9+%EC%88%98%EC%A0%95+%EC%95%88%EB%82%B4_20250828.pdf,2025-08-29,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 표의 '또는/중 n과목' 조건은 문자열 그대로 보존.
2028,공식-해당학년도,경희대학교,간호학과,간호|간호학,자연계열 교과이수 권장,대수|미적분Ⅰ|확률과 통계|생명과학|세포와 물질대사|생물의 유전,미적분Ⅱ|화학|물질과 에너지|화학 반응의 세계,"수시: 핵심·권장과목과 기타 관련과목을 종합 정성평가. 핵심 일부 미이수가 지원자격 결격은 아님. 정시 자연계열: 3학년 2학기까지 수학 18학점 또는 5과목 이상, 과학 20학점 또는 6과목 이상 이수 시 가점.",경희대학교 입학처,2028 경희대학교 자연계열 전공 학문 분야별 고등학교 교과 이수 권장과목 수정 안내,https://iphak.khu.ac.kr/file/download.do?ofn=2028%ED%95%99%EB%85%84%EB%8F%84+%EA%B2%BD%ED%9D%AC%EB%8C%80%ED%95%99%EA%B5%90+%EC%9E%90%EC%97%B0%EA%B3%84%EC%97%B4+%ED%95%99%EB%AC%B8%EB%B6%84%EC%95%BC%EC%9D%98+%EA%B3%A0%EB%93%B1%ED%95%99%EA%B5%90+%EA%B5%90%EA%B3%BC%EC%9D%B4%EC%88%98+%EA%B6%8C%EC%9E%A5%EA%B3%BC%EB%AA%A9+%EC%88%98%EC%A0%95+%EC%95%88%EB%82%B4_20250828.pdf,2025-08-29,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 표의 '또는/중 n과목' 조건은 문자열 그대로 보존.
