대학,모집단위,적용학년도,자료상태,구분,핵심과목,권장과목,추가조건,출처기관,출처명,출처URL,발표일,비고,검색키워드
동국대,에너지신소재공학과,2028,2028 공식자료,공과,"수학②, 물리학, 화학",,"-수학①,② 일반선택 과목: 대수, 미적분Ⅰ, 확률과 통계 -수학② 진로선택 과목: 미적분Ⅱ, 기하, 인공지능 -수학①,② 융합선택 과목: 수학과 문화, 실용 통계, 수학과제 탐구 -계열 특성에 따라 수학 및 과학 역량이 기초 학업 역량이자 전공 수학 역량임. -과학 교과의 역량영역은 동국대 기준 교과 영역별 일반 선택 과목 이수 후 진로 선택 1과목 이상 이수 권장.",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 공과,에너지신소재공학과|에너지신소재공학|공과|신소재공학|신소재|재료공학
동국대,정보통신공학과,2028,2028 공식자료,공과,"수학②, 물리학",,"-수학①,② 일반선택 과목: 대수, 미적분Ⅰ, 확률과 통계 -수학② 진로선택 과목: 미적분Ⅱ, 기하, 인공지능 -수학①,② 융합선택 과목: 수학과 문화, 실용 통계, 수학과제 탐구 -계열 특성에 따라 수학 및 과학 역량이 기초 학업 역량이자 전공 수학 역량임. -과학 교과의 역량영역은 동국대 기준 교과 영역별 일반 선택 과목 이수 후 진로 선택 1과목 이상 이수 권장.",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 공과,정보통신공학과|정보통신공학|공과
동국대,건축공학부,2028,2028 공식자료,공과,"수학②, 물리학",,"-수학①,② 일반선택 과목: 대수, 미적분Ⅰ, 확률과 통계 -수학② 진로선택 과목: 미적분Ⅱ, 기하, 인공지능 -수학①,② 융합선택 과목: 수학과 문화, 실용 통계, 수학과제 탐구 -계열 특성에 따라 수학 및 과학 역량이 기초 학업 역량이자 전공 수학 역량임. -과학 교과의 역량영역은 동국대 기준 교과 영역별 일반 선택 과목 이수 후 진로 선택 1과목 이상 이수 권장.",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 공과,건축공학부|건축공|공과
동국대,건설환경공학과,2028,2028 공식자료,공과,"수학②, 물리학, 화학",지구과학,"-수학①,② 일반선택 과목: 대수, 미적분Ⅰ, 확률과 통계 -수학② 진로선택 과목: 미적분Ⅱ, 기하, 인공지능 -수학①,② 융합선택 과목: 수학과 문화, 실용 통계, 수학과제 탐구 -계열 특성에 따라 수학 및 과학 역량이 기초 학업 역량이자 전공 수학 역량임. -과학 교과의 역량영역은 동국대 기준 교과 영역별 일반 선택 과목 이수 후 진로 선택 1과목 이상 이수 권장.",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 공과,건설환경공학과|건설환경공학|공과
동국대,화공생물공학과,2028,2028 공식자료,공과,"수학②, 물리학, 화학",생명과학,"-수학①,② 일반선택 과목: 대수, 미적분Ⅰ, 확률과 통계 -수학② 진로선택 과목: 미적분Ⅱ, 기하, 인공지능 -수학①,② 융합선택 과목: 수학과 문화, 실용 통계, 수학과제 탐구 -계열 특성에 따라 수학 및 과학 역량이 기초 학업 역량이자 전공 수학 역량임. -과학 교과의 역량영역은 동국대 기준 교과 영역별 일반 선택 과목 이수 후 진로 선택 1과목 이상 이수 권장.",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 공과,화공생물공학과|화공생물공학|공과
동국대,산업시스템공학과,2028,2028 공식자료,공과,수학②,물리학,"-수학①,② 일반선택 과목: 대수, 미적분Ⅰ, 확률과 통계 -수학② 진로선택 과목: 미적분Ⅱ, 기하, 인공지능 -수학①,② 융합선택 과목: 수학과 문화, 실용 통계, 수학과제 탐구 -계열 특성에 따라 수학 및 과학 역량이 기초 학업 역량이자 전공 수학 역량임. -과학 교과의 역량영역은 동국대 기준 교과 영역별 일반 선택 과목 이수 후 진로 선택 1과목 이상 이수 권장.",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 공과,산업시스템공학과|산업시스템공학|공과
동국대,컴퓨터·AI학부,2028,2028 공식자료,첨단융합,수학②,,"-수학①,② 일반선택 과목: 대수, 미적분Ⅰ, 확률과 통계 -수학② 진로선택 과목: 미적분Ⅱ, 기하, 인공지능 -수학①,② 융합선택 과목: 수학과 문화, 실용 통계, 수학과제 탐구 -계열 특성에 따라 수학 및 과학 역량이 기초 학업 역량이자 전공 수학 역량임.",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 첨단융합,컴퓨터·AI학부|컴퓨터·AI|첨단융합
동국대,시스템반도체학부,2028,2028 공식자료,첨단융합,"수학②, 물리학, 화학",,"-수학①,② 일반선택 과목: 대수, 미적분Ⅰ, 확률과 통계 -수학② 진로선택 과목: 미적분Ⅱ, 기하, 인공지능 -수학①,② 융합선택 과목: 수학과 문화, 실용 통계, 수학과제 탐구 -계열 특성에 따라 수학 및 과학 역량이 기초 학업 역량이자 전공 수학 역량임. -과학 교과의 역량영역은 동국대 기준 교과 영역별 일반 선택 과목 이수 후 진로 선택 1과목 이상 이수 권장.",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 첨단융합,시스템반도체학부|시스템반도체|첨단융합
동국대,의료인공지능공학과,2028,2028 공식자료,첨단융합,"수학②, 물리학",,"-수학①,② 일반선택 과목: 대수, 미적분Ⅰ, 확률과 통계 -수학② 진로선택 과목: 미적분Ⅱ, 기하, 인공지능 -수학①,② 융합선택 과목: 수학과 문화, 실용 통계, 수학과제 탐구 -계열 특성에 따라 수학 및 과학 역량이 기초 학업 역량이자 전공 수학 역량임. -과학 교과의 역량영역은 동국대 기준 교과 영역별 일반 선택 과목 이수 후 진로 선택 1과목 이상 이수 권장.",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 첨단융합,의료인공지능공학과|의료인공지능공학|첨단융합
동국대,지능형네트워크융합학과,2028,2028 공식자료,첨단융합,"수학②, 물리학",,"-수학①,② 일반선택 과목: 대수, 미적분Ⅰ, 확률과 통계 -수학② 진로선택 과목: 미적분Ⅱ, 기하, 인공지능 -수학①,② 융합선택 과목: 수학과 문화, 실용 통계, 수학과제 탐구 -계열 특성에 따라 수학 및 과학 역량이 기초 학업 역량이자 전공 수학 역량임. -과학 교과의 역량영역은 동국대 기준 교과 영역별 일반 선택 과목 이수 후 진로 선택 1과목 이상 이수 권장.",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 첨단융합,지능형네트워크융합학과|지능형네트워크융합학|첨단융합
동국대,약학과,2028,2028 공식자료,약학,"수학②, 화학, 생명과학",물리학,"-수학①,② 일반선택 과목: 대수, 미적분Ⅰ, 확률과 통계 -수학② 진로선택 과목: 미적분Ⅱ, 기하, 인공지능 -수학①,② 융합선택 과목: 수학과 문화, 실용 통계, 수학과제 탐구 -계열 특성에 따라 수학 및 과학 역량이 기초 학업 역량이자 전공 수학 역량임. -과학 교과의 역량영역은 동국대 기준 교과 영역별 일반 선택 과목 이수 후 진로 선택 1과목 이상 이수 권장.",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 약학,약학과|약학|약대
동국대,열린전공학부(자연),2028,2028 공식자료,,수학②,"물리학, 화학","-수학①,② 일반선택 과목: 대수, 미적분Ⅰ, 확률과 통계 -수학② 진로선택 과목: 미적분Ⅱ, 기하, 인공지능 -수학①,② 융합선택 과목: 수학과 문화, 실용 통계, 수학과제 탐구 -계열 특성에 따라 수학 및 과학 역량이 기초 학업 역량이자 전공 수학 역량임. -과학 교과의 역량영역은 동국대 기준 교과 영역별 일반 선택 과목 이수 후 진로 선택 1과목 이상 이수 권장.",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울,열린전공학부(자연)
서울과기대,기계시스템공학부 지능형로봇전공,2028,2028 공식자료,공과대학,"대수, 미적분Ⅰ, 확률과 통계, 물리학, 화학, 미적분Ⅱ, 기하, 역학과 에너지, 전자기와 양자",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 공과대학,기계시스템공학부 지능형로봇전공|기계시스템공학부 지능형로봇|공과대학
서울과기대,기계시스템공학부 미래자동차전공,2028,2028 공식자료,공과대학,"대수, 미적분Ⅰ, 확률과 통계, 물리학, 화학, 미적분Ⅱ, 기하, 역학과 에너지, 전자기와 양자",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 공과대학,기계시스템공학부 미래자동차전공|기계시스템공학부 미래자동차|공과대학
서울과기대,기계공학과,2028,2028 공식자료,공과대학,"대수, 미적분Ⅰ, 확률과 통계, 물리학, 화학, 미적분Ⅱ, 기하, 역학과 에너지, 전자기와 양자",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 공과대학,기계공학과|기계공학|공과대학|기계
서울과기대,안전공학과,2028,2028 공식자료,공과대학,"대수, 미적분Ⅰ, 확률과 통계, 물리학, 화학",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 공과대학,안전공학과|안전공학|공과대학
서울과기대,신소재공학과,2028,2028 공식자료,공과대학,"미적분Ⅱ, 기하, 역학과 에너지, 전자기와 양자, 물질과 에너지, 화학 반응의 세계",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 공과대학,신소재공학과|신소재공학|공과대학|신소재|재료공학
서울과기대,건설시스템공학과,2028,2028 공식자료,공과대학,"대수, 미적분Ⅰ, 확률과 통계, 물리학, 화학, 미적분Ⅱ, 기하, 역학과 에너지",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 공과대학,건설시스템공학과|건설시스템공학|공과대학
서울과기대,건축학부 건축공학전공,2028,2028 공식자료,공과대학,"대수, 미적분Ⅰ, 확률과 통계, 물리학, 화학, 미적분Ⅱ, 기하, 역학과 에너지",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 공과대학,건축학부 건축공학전공|건축학부 건축공학|공과대학
서울과기대,건축학부 건축학전공,2028,2028 공식자료,공과대학,"대수, 미적분Ⅰ, 확률과 통계, 물리학, 화학, 미적분Ⅱ, 기하, 역학과 에너지",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 공과대학,건축학부 건축학전공|건축학부 건축학|공과대학
서울과기대,전기정보공학과,2028,2028 공식자료,정보통신대학,"대수, 미적분Ⅰ, 확률과 통계, 물리학, 화학, 미적분Ⅱ, 기하, 역학과 에너지, 전자기와 양자",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 정보통신대학,전기정보공학과|전기정보공학|정보통신대학
서울과기대,전자공학과,2028,2028 공식자료,정보통신대학,"대수, 미적분Ⅰ, 확률과 통계, 물리학, 화학, 미적분Ⅱ, 기하, 역학과 에너지, 전자기와 양자",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 정보통신대학,전자공학과|전자공학|정보통신대학
서울과기대,스마트ICT융합공학과,2028,2028 공식자료,정보통신대학,"대수, 미적분Ⅰ, 확률과 통계, 물리학, 미적분Ⅱ, 기하",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 정보통신대학,스마트ICT융합공학과|스마트ICT융합공학|정보통신대학
서울과기대,컴퓨터공학과,2028,2028 공식자료,정보통신대학,"대수, 미적분Ⅰ, 확률과 통계, 물리학, 미적분Ⅱ, 기하",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 정보통신대학,컴퓨터공학과|컴퓨터공학|정보통신대학|컴공|컴퓨터과학|컴퓨터
서울과기대,화공생명공학과,2028,2028 공식자료,에너지바이오대학,"대수, 미적분Ⅰ, 확률과 통계, 물리학, 화학, 생명과학, 미적분Ⅱ, 기하, 물질과 에너지, 화학 반응의 세계, 세포와 물질대사",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 에너지바이오대학,화공생명공학과|화공생명공학|에너지바이오대학|화학공학과|화학공학|화공|화공생명|생명공학|바이오공학|바이오
서울과기대,환경공학과,2028,2028 공식자료,에너지바이오대학,"대수, 미적분Ⅰ, 확률과 통계, 물리학, 화학, 생명과학, 미적분Ⅱ, 물질과 에너지, 화학 반응의 세계, 세포와 물질대사",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 에너지바이오대학,환경공학과|환경공학|에너지바이오대학
서울과기대,식품생명공학과,2028,2028 공식자료,에너지바이오대학,"대수, 미적분Ⅰ, 확률과 통계, 화학, 생명과학, 미적분Ⅱ, 물질과 에너지, 화학 반응의 세계, 세포와 물질대사, 생물의 유전",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 에너지바이오대학,식품생명공학과|식품생명공학|에너지바이오대학|생명공학|바이오공학|바이오
서울과기대,정밀화학과,2028,2028 공식자료,에너지바이오대학,"대수, 미적분Ⅰ, 확률과 통계, 물리학, 화학, 미적분Ⅱ, 물질과 에너지, 화학 반응의 세계",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 에너지바이오대학,정밀화학과|정밀화학|에너지바이오대학
서울과기대,안경광학과,2028,2028 공식자료,에너지바이오대학,"대수, 미적분Ⅰ, 확률과 통계, 물리학, 화학, 미적분Ⅱ, 역학과 에너지, 전자기와 양자",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 에너지바이오대학,안경광학과|안경광학|에너지바이오대학
서울과기대,바이오메디컬학과,2028,2028 공식자료,에너지바이오대학,"대수, 미적분Ⅰ, 확률과 통계, 화학, 생명과학, 미적분Ⅱ, 물질과 에너지, 화학 반응의 세계, 세포와 물질대사, 생물의 유전",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 에너지바이오대학,바이오메디컬학과|바이오메디컬학|에너지바이오대학
서울과기대,산업공학과 산업정보시스템전공,2028,2028 공식자료,기술경영융합대학,"대수, 미적분Ⅰ,확률과 통계, 미적분Ⅱ",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 기술경영융합대학,산업공학과 산업정보시스템전공|산업공학과 산업정보시스템|기술경영융합대학|산업공학|산공
서울과기대,산업공학과 ITM전공,2028,2028 공식자료,기술경영융합대학,"대수, 미적분Ⅰ,확률과 통계, 미적분Ⅱ",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 기술경영융합대학,산업공학과 ITM전공|산업공학과 ITM|기술경영융합대학|산업공학|산공
서울과기대,MSDE학과,2028,2028 공식자료,기술경영융합대학,"대수, 미적분Ⅰ, 확률과 통계, 물리학, 미적분Ⅱ, 기하, 역학과 에너지, 전자기와 양자",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 기술경영융합대학,MSDE학과|MSDE학|기술경영융합대학
서울과기대,경영학과 글로벌테크노경영전공,2028,2028 공식자료,기술경영융합대학,"대수, 미적분Ⅰ, 확률과 통계, 미적분Ⅱ",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 기술경영융합대학,경영학과 글로벌테크노경영전공|경영학과 글로벌테크노경영|기술경영융합대학|경영학|경영
서울과기대,인공지능응용학과,2028,2028 공식자료,창의융합대학,"대수, 미적분Ⅰ, 확률과 통계, 물리학, 미적분Ⅱ, 기하, 역학과 에너지, 전자기와 양자",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 창의융합대학,인공지능응용학과|인공지능응용학|창의융합대학
서울과기대,지능형반도체공학과,2028,2028 공식자료,창의융합대학,"대수, 미적분Ⅰ, 확률과 통계, 물리학, 화학, 미적분Ⅱ, 기하, 역학과 에너지, 전자기와 양자",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 창의융합대학,지능형반도체공학과|지능형반도체공학|창의융합대학
서울과기대,미래에너지융합학과,2028,2028 공식자료,창의융합대학,"대수, 미적분Ⅰ, 확률과 통계, 물리학, 화학미적분Ⅱ, 기하, 역학과 에너지, 전자기와 양자, 물질과 에너지, 화학 반응의 세계",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 창의융합대학,미래에너지융합학과|미래에너지융합학|창의융합대학
서울대,국어국문학과,2028,2028 공식자료,인문대학,제2외국어/한문,,"해당 교과(군)의 일반선택, 진로선택, 융합선택 과목 중 1과목 이상",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 인문대학,국어국문학과|국어국문학|인문대학
서울대,중어중문학과,2028,2028 공식자료,인문대학,제2외국어/한문,,"해당 교과(군)의 일반선택, 진로선택, 융합선택 과목 중 1과목 이상",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 인문대학,중어중문학과|중어중문학|인문대학
서울대,영어영문학과,2028,2028 공식자료,인문대학,제2외국어/한문,,"해당 교과(군)의 일반선택, 진로선택, 융합선택 과목 중 1과목 이상",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 인문대학,영어영문학과|영어영문학|인문대학
서울대,불어불문학과,2028,2028 공식자료,인문대학,제2외국어/한문,,"해당 교과(군)의 일반선택, 진로선택, 융합선택 과목 중 1과목 이상",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 인문대학,불어불문학과|불어불문학|인문대학
서울대,독어독문학과,2028,2028 공식자료,인문대학,제2외국어/한문,,"해당 교과(군)의 일반선택, 진로선택, 융합선택 과목 중 1과목 이상",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 인문대학,독어독문학과|독어독문학|인문대학
서울대,노어노문학과,2028,2028 공식자료,인문대학,제2외국어/한문,,"해당 교과(군)의 일반선택, 진로선택, 융합선택 과목 중 1과목 이상",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 인문대학,노어노문학과|노어노문학|인문대학
서울대,서어서문학과,2028,2028 공식자료,인문대학,제2외국어/한문,,"해당 교과(군)의 일반선택, 진로선택, 융합선택 과목 중 1과목 이상",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 인문대학,서어서문학과|서어서문학|인문대학
서울대,언어학과,2028,2028 공식자료,인문대학,제2외국어/한문,,"해당 교과(군)의 일반선택, 진로선택, 융합선택 과목 중 1과목 이상",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 인문대학,언어학과|언어학|인문대학
서울대,아시아언어문명학부,2028,2028 공식자료,인문대학,제2외국어/한문,,"해당 교과(군)의 일반선택, 진로선택, 융합선택 과목 중 1과목 이상",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 인문대학,아시아언어문명학부|아시아언어문명|인문대학
서울대,역사학부,2028,2028 공식자료,인문대학,제2외국어/한문,,"해당 교과(군)의 일반선택, 진로선택, 융합선택 과목 중 1과목 이상",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 인문대학,역사학부|역사|인문대학
서울대,고고미술사학과,2028,2028 공식자료,인문대학,제2외국어/한문,,"해당 교과(군)의 일반선택, 진로선택, 융합선택 과목 중 1과목 이상",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 인문대학,고고미술사학과|고고미술사학|인문대학
서울대,철학과,2028,2028 공식자료,인문대학,제2외국어/한문,,"해당 교과(군)의 일반선택, 진로선택, 융합선택 과목 중 1과목 이상",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 인문대학,철학과|철학|인문대학
서울대,종교학과,2028,2028 공식자료,인문대학,제2외국어/한문,,"해당 교과(군)의 일반선택, 진로선택, 융합선택 과목 중 1과목 이상",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 인문대학,종교학과|종교학|인문대학
서울대,미학과,2028,2028 공식자료,인문대학,제2외국어/한문,,"해당 교과(군)의 일반선택, 진로선택, 융합선택 과목 중 1과목 이상",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,수도권 / 서울 / 상위단위: 인문대학,미학과|미학|인문대학
